clean_message,label
hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx,0
when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends bslvyl,0
your chance to be on a reality fantasy show call now just p per min ntt ltd po box croydon cr wb is a national rate call,1
cheers u tex mecause u werebored yeah okden hunny r uin wk satsounds likeyour havin grfun j keep updat countinlots of loveme xxxxx,0
the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas,0
how come guoyang go n tell her then u told her,0
noits ful of song lyrics,0
oh k kbut he is not a big hitteranyway good,0
sorry man accidentally left my phone on silent last night and didnt check it til i got up,0
yeah i imagine he would be really gentle unlike the other docs who treat their patients like turkeys,0
sorry man my stash ran dry last night and i cant pick up more until sunday,0
bognor it is should be splendid at this time of year,0
blank is blank but wat is blank lol,0
watching cartoon listening music amp at eve had to go temple amp church what about u,0
doing my masters when will you buy a bb cos i have for sale and hows bf,0
life has never been this much fun and great until you came in you made it truly special for me i wont forget you enjoy one gbpsms,1
as usualiam fine happy amp doing well,0
are you in castor you need to see something,0
thanks for picking up the trash,0
i thk lor but dunno can get tickets a not wat u doing now,0
i was slept that timeyou there,0
jamster to get your free wallpaper text heart to now tc apply only need help call,1
arms fine hows cardiff and uni,0
i think that tantrums finished so yeah ill be by at some point,0
ok lor then we go tog lor,0
we not leaving yet ok lor then we go elsewhere n eat u thk,0
just arrived see you in a couple days lt,0
been up to ne thing interesting did you have a good birthday when are u wrking nxt i started uni today,0
then why you not responding,0
aight no rush ill ask jay,0
hi shanilrakhesh herethanksi have exchanged the uncut diamond stuffleaving back excellent service by dino and prem,0
where,0
vikky come around lttimegt,0
i career tel have added u as a contact on indyarockscom to send free sms to remove from phonebook sms no to ltgt,0
good afternoon on this glorious anniversary day my sweet j i hope this finds you happy and content my prey i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers you cougarpen,0
went to pay rent so i had to go to the bank to authorise the payment,0
am new club dont fink we met yet will b gr c u please leave msg day wiv ur area reply promised carlie x callsminmobsmore lkpoboxhpfl,1
first answer my question,0
i went to project centre,0
whenevr ur sad whenevr ur gray remembr im here listn watevr u wanna say jus walk wid me a little whileamp i promise ill bring back ur smile,0
hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no,0
thnx dude u guys out nite,0
my slave i want you to take or pictures of yourself today in bright light on your cell phone bright light,0
mmmm fuck not fair you know my weaknesses grins pushes you to your knees exposes my belly and pulls your head to it dont forget i know yours too wicked smile,0
ok ill send you with in ltdecimalgt ok,0
y de asking like this,0
ok not a problem will get them a taxi c ing tomorrow and tuesday on tuesday think we r all going to the cinema,0
im in office now i will call you ltgt min,0
must come later i normally bathe him in da afternoon mah,0
wait i will msg after ltgt min,0
urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim valid hrs only,1
not from this campus are you in the library,0
cds u congratulations ur awarded of cd gift vouchers or gift guaranteed freeentry wkly draw xt music to tncs,1
dnt worryuse ice pieces in a cloth packalso take tablets,0
otherwise had part time job natuition,0
ok thats cool its just off either raglan rd or edward rd behind the cricket ground gimme ring when ur closeby see you tuesday,0
ok i go change also,0
y lei,0
updatenow mths half price orange line rental minscall mobileupd on or calloptoutjq,1
one small prestige problem now,0
love isnt a decision its a feeling if we could decide who to love then life would be much simpler but then less magical,0
i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes,0
boo hows things im back at home and a little bored already,0
hey looks like i was wrong and one of the kappa guys numbers is still on my phone if you want i can text him and see if hes around,0
sounds like you have many talents would you like to go on a dinner date next week,0
do u ever get a song stuck in your head for no reason and it wont go away til u listen to it like times,0
ok u can take me shopping when u get paid d,0
you have new message please call,1
except theres a chick with huge boobs,0
what are your new years plans,0
i am lateso call you tomorrow morningtake care sweet dreamsu and meummifyingbye,0
im used to it i just hope my agents dont drop me since ive only booked a few things this year this whole me in boston them in nyc was an experiment,0
peteis this your phone still its jenny from college and leannewhat are you up to now,0
